brand,year,engine_size,fuel_type,transmission,mileage,condition,price,model
BMW,2016,4.9,Diesel,Automatic,40647,New,74303.45,3 Series
Toyota,2012,5.5,Electric,Manual,54607,Used,24671.86,Corolla
Tesla,2014,2.9,Hybrid,Manual,21996,Like New,40818.37,Model X
Tesla,2019,4.8,Hybrid,Automatic,83697,New,5765.54,Model S
BMW,2016,5.5,Petrol,Automatic,67764,Like New,77070.57,5 Series
Honda,2012,5.2,Hybrid,Automatic,239190,Like New,64459.23,CR-V
Tesla,2015,1.9,Diesel,Manual,8888,Like New,82693.22,Model Y
Audi,2021,5.8,Hybrid,Manual,219738,Used,48283.02,A3
Toyota,2003,2.9,Petrol,Manual,221432,Like New,80975.36,Prius
Toyota,2004,2.7,Diesel,Manual,279477,Like New,66520.34,Prius
Tesla,2004,1.3,Hybrid,Automatic,36355,Like New,5343.23,Model Y
Ford,2008,3.4,Hybrid,Automatic,230487,New,29100.96,Explorer
Tesla,2016,1.5,Electric,Manual,129686,Used,51919.68,Model Y
Ford,2012,2.2,Petrol,Manual,162217,New,63775.3,Fiesta
Tesla,2001,2.6,Hybrid,Manual,249602,Used,11231.13,Model 3
Audi,2012,5.0,Electric,Manual,249434,Used,71982.59,Q7
Mercedes,2021,5.4,Diesel,Automatic,180926,Like New,56635.93,GLC
Toyota,2020,2.5,Electric,Automatic,67664,Like New,54949.03,Prius
Tesla,2022,5.3,Electric,Manual,86153,New,32744.33,Model Y
Audi,2018,5.3,Hybrid,Automatic,93616,Used,61508.19,A4
Ford,2002,4.8,Hybrid,Manual,297429,Like New,7611.82,Fiesta
Ford,2009,1.7,Hybrid,Manual,256349,Like New,11146.53,Fiesta
Toyota,2001,4.5,Electric,Automatic,46996,Like New,74717.66,Corolla
BMW,2012,5.7,Diesel,Manual,128344,Like New,35579.68,5 Series
Tesla,2018,4.4,Petrol,Automatic,229685,New,37961.87,Model X
Honda,2016,2.7,Electric,Manual,128019,New,24796.59,CR-V
Ford,2020,3.5,Hybrid,Automatic,135024,Like New,47333.97,Fiesta
Mercedes,2013,4.2,Petrol,Manual,183273,Like New,9939.38,E-Class
Mercedes,2011,3.6,Diesel,Automatic,120454,Like New,33534.51,GLC
Ford,2020,1.6,Petrol,Manual,124444,Like New,55076.77,Fiesta
BMW,2011,2.6,Hybrid,Manual,153868,Like New,49235.03,3 Series
BMW,2010,5.0,Electric,Automatic,162818,Used,99968.62,3 Series
Audi,2006,5.3,Electric,Manual,15,Used,41932.64,Q5
Mercedes,2003,1.7,Hybrid,Automatic,157029,Used,41764.91,C-Class
Audi,2018,5.8,Electric,Automatic,81541,Used,52840.27,A4
Mercedes,2000,2.6,Hybrid,Manual,21292,Like New,23078.8,GLA
Tesla,2023,4.3,Electric,Manual,162948,Used,88248.92,Model S
Tesla,2002,4.8,Electric,Manual,191799,Used,59365.44,Model X
Honda,2012,5.1,Electric,Manual,47046,New,23250.23,Accord
Tesla,2014,5.7,Diesel,Automatic,14817,Used,80376.95,Model X
Honda,2001,2.6,Diesel,Manual,9759,Used,8261.56,Civic
Tesla,2010,5.3,Hybrid,Manual,179504,Like New,98343.6,Model 3
Toyota,2003,1.7,Diesel,Manual,268556,Used,87189.19,Camry
Tesla,2018,4.5,Hybrid,Automatic,282648,Used,60065.75,Model X
Audi,2016,4.7,Petrol,Manual,270651,Like New,15573.09,A4
Ford,2002,4.4,Petrol,Automatic,21050,Used,25450.91,Explorer
Audi,2017,2.3,Diesel,Manual,100153,Like New,31546.34,Q7
Ford,2007,5.4,Petrol,Automatic,275731,Used,27898.02,Fiesta
BMW,2021,1.8,Petrol,Manual,231329,New,52264.4,5 Series
Audi,2023,1.3,Electric,Manual,57732,New,94733.24,Q5
BMW,2018,4.6,Electric,Automatic,51921,Used,47196.4,X5
Honda,2004,3.4,Hybrid,Manual,117734,New,67848.63,Fit
Honda,2006,5.2,Petrol,Manual,137912,Like New,70415.4,Fit
Toyota,2020,2.9,Hybrid,Manual,31440,Used,87800.17,Corolla
Tesla,2007,1.8,Hybrid,Automatic,35183,Like New,8213.02,Model Y
Audi,2004,5.2,Petrol,Manual,133461,New,43411.36,A4
BMW,2016,3.7,Diesel,Automatic,114515,Like New,79549.84,3 Series
Ford,2004,1.9,Petrol,Automatic,220533,New,82412.37,Mustang
Honda,2003,4.6,Electric,Automatic,115503,New,93096.6,CR-V
Tesla,2021,3.6,Petrol,Manual,39023,New,71765.46,Model 3
Honda,2018,4.0,Diesel,Automatic,181101,Like New,28289.62,CR-V
Ford,2020,3.3,Hybrid,Automatic,218031,New,53038.25,Explorer
Tesla,2001,5.1,Hybrid,Manual,76054,Used,8072.8,Model 3
Tesla,2010,5.1,Electric,Automatic,61742,New,66458.19,Model 3
BMW,2021,4.5,Electric,Automatic,45215,Used,57658.05,X3
BMW,2012,1.5,Electric,Manual,159245,Used,68349.45,3 Series
Audi,2014,5.2,Hybrid,Manual,241443,Used,93363.35,A3
Audi,2011,4.4,Electric,Automatic,103591,Used,70291.28,Q5
Mercedes,2021,4.5,Petrol,Manual,249045,Like New,35442.74,GLC
Mercedes,2020,2.8,Hybrid,Manual,46229,Used,23879.98,C-Class
Toyota,2021,5.4,Diesel,Manual,62583,New,86190.44,Camry
Honda,2010,4.6,Hybrid,Automatic,255931,Used,23461.55,Fit
Audi,2006,1.6,Petrol,Automatic,159996,New,20352.91,A3
BMW,2004,3.0,Petrol,Manual,126011,Like New,24628.15,3 Series
Ford,2016,5.4,Electric,Automatic,292248,Used,53339.88,Explorer
BMW,2023,1.2,Hybrid,Manual,240660,New,16797.81,5 Series
Honda,2019,5.8,Hybrid,Manual,299738,Like New,94121.24,CR-V
Mercedes,2008,4.4,Hybrid,Manual,265808,Like New,96794.1,C-Class
BMW,2013,4.2,Diesel,Manual,272672,New,97511.18,X3
Toyota,2011,2.4,Electric,Manual,159262,Used,8716.86,Corolla
Honda,2005,2.2,Petrol,Automatic,197105,Like New,94888.77,Civic
Mercedes,2016,5.7,Petrol,Automatic,204249,New,99754.42,E-Class
Ford,2018,2.5,Electric,Automatic,128404,Used,94530.77,Explorer
Mercedes,2018,4.9,Petrol,Automatic,201664,Like New,68739.2,GLA
Tesla,2015,3.0,Petrol,Manual,295043,New,71616.86,Model Y
Toyota,2011,1.7,Electric,Manual,17241,Like New,16614.03,Corolla
Honda,2011,1.1,Petrol,Automatic,63472,Like New,88058.22,CR-V
Ford,2019,3.7,Hybrid,Automatic,205320,New,10665.76,Mustang
Toyota,2005,5.9,Diesel,Manual,31346,Like New,35184.4,RAV4
Mercedes,2022,2.8,Electric,Manual,81196,New,99159.41,E-Class
Toyota,2003,2.8,Diesel,Manual,208196,Used,45121.15,Corolla
Honda,2005,2.7,Petrol,Automatic,149014,New,17459.84,Fit
Audi,2010,3.6,Petrol,Manual,298517,Used,97082.99,A3
Toyota,2000,3.2,Hybrid,Manual,120623,Like New,98493.27,RAV4
Tesla,2023,5.4,Electric,Automatic,2016,New,22769.06,Model S
Toyota,2022,3.5,Petrol,Automatic,7274,New,87156.36,Camry
Mercedes,2014,3.5,Electric,Automatic,15748,New,42090.22,GLC
Mercedes,2010,1.7,Electric,Manual,11826,New,41230.0,C-Class
Ford,2018,5.9,Electric,Manual,129288,Used,29956.28,Mustang
Mercedes,2017,2.2,Electric,Automatic,201081,Used,9247.48,E-Class
BMW,2016,1.4,Electric,Manual,251054,Like New,30460.85,5 Series
Honda,2018,4.3,Diesel,Manual,172507,Like New,10108.81,Fit
Honda,2020,4.0,Hybrid,Manual,206089,Like New,92815.34,Fit
Audi,2013,3.1,Electric,Automatic,223023,Like New,67863.46,Q7
Audi,2017,3.1,Diesel,Automatic,192949,New,89229.15,Q7
Honda,2018,4.9,Petrol,Manual,69072,Used,73142.61,Accord
Tesla,2014,2.0,Electric,Manual,67309,Used,17472.25,Model S
Audi,2014,5.1,Petrol,Manual,160966,Used,94355.25,Q7
Ford,2003,4.2,Electric,Manual,185639,Used,90489.84,Fiesta
Mercedes,2006,3.1,Diesel,Automatic,35326,Like New,38067.23,GLA
Honda,2012,3.3,Diesel,Automatic,186131,New,15595.67,CR-V
Audi,2002,2.3,Diesel,Manual,267223,Used,71894.7,Q5
Honda,2015,4.8,Hybrid,Manual,87340,New,74194.32,CR-V
BMW,2008,3.6,Petrol,Automatic,167364,New,90198.76,3 Series
Toyota,2007,2.6,Hybrid,Manual,118192,New,10002.3,RAV4
Mercedes,2019,4.0,Electric,Automatic,251749,New,18461.86,GLC
Honda,2012,6.0,Petrol,Manual,51818,Used,61833.64,Civic
Toyota,2016,3.2,Diesel,Automatic,13429,Used,63817.5,RAV4
Audi,2016,5.6,Petrol,Manual,57748,Used,8192.92,Q5
Toyota,2016,2.7,Diesel,Manual,48807,Like New,42708.54,RAV4
Mercedes,2000,1.3,Hybrid,Automatic,269284,Used,60495.36,GLA
Honda,2007,2.0,Hybrid,Automatic,238161,Like New,75101.58,Fit
BMW,2018,3.1,Diesel,Manual,290669,Like New,35034.32,X5
Tesla,2005,2.1,Diesel,Manual,282635,Like New,50970.83,Model X
Audi,2002,1.0,Electric,Automatic,199888,Used,82335.21,A4
Honda,2004,5.6,Hybrid,Automatic,166052,Used,95620.03,Civic
Mercedes,2012,5.2,Hybrid,Manual,226597,Used,26879.89,C-Class
Audi,2014,4.7,Electric,Manual,8078,Like New,29039.01,A4
Ford,2013,1.8,Hybrid,Automatic,91654,Like New,94282.73,Mustang
Toyota,2022,1.6,Diesel,Automatic,129101,New,42611.56,RAV4
Tesla,2015,1.3,Petrol,Automatic,16997,Like New,73243.09,Model 3
Mercedes,2017,4.6,Petrol,Automatic,131940,Like New,63165.2,C-Class
Ford,2021,5.6,Hybrid,Automatic,212650,Used,32130.83,Fiesta
Honda,2021,3.2,Electric,Manual,283390,New,67088.41,CR-V
BMW,2010,1.6,Diesel,Manual,151633,New,67278.76,X5
Audi,2002,3.6,Petrol,Automatic,34512,New,61282.1,A4
Toyota,2021,2.7,Diesel,Manual,225226,Used,14467.78,Prius
Audi,2009,2.9,Hybrid,Manual,208467,New,99541.32,A3
Tesla,2009,4.1,Hybrid,Automatic,72144,New,43039.56,Model X
Honda,2020,4.6,Petrol,Manual,173557,Used,65633.84,CR-V
Audi,2015,1.6,Hybrid,Manual,117363,New,89147.36,A4
Toyota,2011,1.2,Electric,Manual,201484,Like New,45212.41,Prius
Honda,2001,6.0,Hybrid,Automatic,181675,Like New,78522.88,CR-V
Audi,2008,2.2,Hybrid,Automatic,152110,Like New,97323.32,A3
BMW,2023,1.3,Hybrid,Manual,93542,Like New,39098.8,5 Series
Mercedes,2002,1.9,Diesel,Manual,276469,Like New,43500.61,C-Class
Honda,2023,1.2,Diesel,Manual,166964,Like New,91029.73,Accord
Mercedes,2014,3.0,Petrol,Manual,149068,Like New,20166.07,GLA
Honda,2002,5.0,Petrol,Manual,205355,Like New,7716.51,Civic
BMW,2018,2.7,Petrol,Manual,116737,Like New,91344.46,3 Series
Mercedes,2017,3.2,Hybrid,Automatic,262968,Used,83051.2,GLC
Ford,2007,4.4,Diesel,Manual,240417,Used,97395.39,Explorer
Toyota,2016,3.5,Electric,Manual,117718,Like New,10532.59,RAV4
Ford,2007,5.3,Hybrid,Automatic,273661,Used,19836.85,Mustang
Audi,2006,5.3,Hybrid,Manual,152755,Used,15004.69,A4
BMW,2006,1.0,Hybrid,Manual,207791,Like New,69924.53,X3
Ford,2002,4.9,Electric,Manual,249120,Like New,62570.96,Mustang
Honda,2000,3.3,Petrol,Manual,254322,Used,39136.84,Civic
Audi,2003,5.9,Electric,Automatic,209485,Like New,10455.23,A3
Audi,2004,3.4,Petrol,Manual,272126,Like New,65767.89,A3
Ford,2000,5.9,Electric,Automatic,145711,Like New,59161.45,Fiesta
Ford,2014,4.8,Diesel,Manual,70210,Like New,15725.81,Focus
BMW,2004,2.2,Hybrid,Manual,69852,Used,91346.42,X5
Toyota,2012,3.7,Hybrid,Automatic,255139,New,23900.22,Corolla
Ford,2007,6.0,Hybrid,Manual,9695,Used,75633.37,Mustang
Tesla,2007,5.3,Petrol,Automatic,48582,New,89082.21,Model X
Ford,2004,1.5,Electric,Automatic,293238,New,60050.12,Mustang
Mercedes,2008,4.5,Diesel,Automatic,191707,New,28450.65,E-Class
Honda,2000,2.7,Electric,Manual,284331,Used,34378.61,Civic
Tesla,2003,1.0,Hybrid,Manual,128721,Used,89146.02,Model S
Tesla,2002,3.0,Diesel,Manual,106683,Used,33334.43,Model X
Mercedes,2001,2.2,Diesel,Manual,263358,Used,75888.1,GLA
Mercedes,2007,5.1,Hybrid,Automatic,286084,Used,99065.7,GLC
Audi,2022,2.7,Electric,Manual,44406,New,99982.59,A3
Toyota,2008,5.1,Hybrid,Manual,147049,Used,55680.58,Corolla
Honda,2001,1.0,Electric,Automatic,235994,New,83522.8,Fit
BMW,2013,2.5,Diesel,Automatic,187313,Used,99073.74,5 Series
Tesla,2013,2.2,Diesel,Manual,204573,Used,40593.92,Model 3
BMW,2003,2.2,Hybrid,Automatic,206205,Like New,28978.91,X5
Ford,2005,1.3,Diesel,Automatic,60481,New,15852.17,Explorer
Ford,2010,1.9,Petrol,Automatic,238084,Used,18385.47,Mustang
BMW,2002,3.8,Diesel,Automatic,289884,Used,86087.85,X3
Ford,2007,2.5,Petrol,Automatic,274025,Used,60928.69,Explorer
Toyota,2002,3.1,Diesel,Manual,299140,Like New,88002.37,Camry
Mercedes,2013,2.9,Hybrid,Manual,163249,New,79998.23,E-Class
Ford,2012,5.4,Hybrid,Manual,122196,Used,69005.74,Focus
Audi,2012,5.5,Petrol,Manual,37177,Used,62884.66,A4
Ford,2001,3.5,Hybrid,Manual,66126,Used,9592.2,Mustang
Honda,2012,2.7,Diesel,Manual,26119,Like New,87866.14,Fit
Toyota,2018,1.5,Diesel,Manual,117744,Used,44695.0,Corolla
Honda,2005,5.8,Hybrid,Automatic,116894,New,58179.75,CR-V
Honda,2015,1.3,Diesel,Manual,158987,New,7085.58,Accord
Audi,2001,2.5,Electric,Manual,44989,New,93926.98,A4
Toyota,2007,2.5,Electric,Manual,284250,New,90760.34,RAV4
Toyota,2016,2.6,Diesel,Automatic,279275,Used,56611.41,Prius
Toyota,2022,1.8,Hybrid,Manual,6553,Like New,59844.61,Corolla
Toyota,2001,4.9,Petrol,Manual,17881,Like New,71976.64,Prius
Toyota,2009,1.6,Hybrid,Automatic,1379,Like New,30146.02,Prius
Audi,2015,4.2,Petrol,Manual,69306,Used,26081.98,A4
Ford,2005,1.6,Hybrid,Manual,243825,Like New,69032.18,Focus
Honda,2001,1.4,Diesel,Automatic,104512,New,14920.13,Civic
Toyota,2001,5.5,Electric,Manual,278494,Used,48135.89,RAV4
Tesla,2012,2.0,Hybrid,Automatic,99599,Like New,51812.24,Model S
Ford,2023,5.1,Petrol,Manual,81397,New,41227.01,Fiesta
Ford,2014,3.7,Electric,Manual,17769,New,22600.48,Explorer
Honda,2001,1.4,Petrol,Manual,178321,Used,38755.05,Accord
Audi,2006,5.8,Diesel,Automatic,101584,Used,37067.94,Q5
BMW,2002,2.2,Electric,Automatic,133858,Like New,52430.24,5 Series
BMW,2007,5.3,Petrol,Automatic,231609,Like New,69094.68,3 Series
Ford,2022,1.8,Hybrid,Manual,126525,Like New,96982.34,Fiesta
Mercedes,2013,5.3,Diesel,Manual,36303,Used,18695.51,E-Class
Mercedes,2023,1.1,Diesel,Automatic,19589,Like New,87936.63,C-Class
Honda,2022,3.6,Diesel,Automatic,265026,Like New,31996.91,Accord
BMW,2021,4.8,Hybrid,Manual,180394,New,61180.41,X5
Ford,2006,5.7,Hybrid,Manual,129236,New,56940.01,Mustang
Audi,2020,5.5,Electric,Manual,271889,New,57910.1,A3
BMW,2006,5.1,Hybrid,Manual,15861,Like New,73719.07,3 Series
Ford,2000,5.4,Electric,Automatic,91707,Used,41260.39,Mustang
Ford,2016,2.0,Diesel,Manual,255043,New,35314.5,Mustang
Toyota,2008,2.4,Electric,Manual,133909,Used,86019.28,Camry
Audi,2020,2.4,Petrol,Manual,54380,Like New,25909.03,A4
Toyota,2012,2.9,Diesel,Manual,105025,Like New,22123.37,Corolla
Honda,2020,3.0,Diesel,Manual,180903,New,6482.71,Civic
Toyota,2018,3.7,Electric,Manual,220421,Used,25004.89,Corolla
Tesla,2020,1.8,Diesel,Manual,244497,New,54260.49,Model 3
Toyota,2018,4.5,Hybrid,Automatic,160592,Like New,56158.34,Camry
Tesla,2021,1.8,Petrol,Automatic,44397,Used,29169.95,Model S
BMW,2016,2.6,Electric,Automatic,277132,New,11866.05,5 Series
Mercedes,2022,3.5,Electric,Manual,158795,Like New,75740.88,GLC
Ford,2022,5.0,Diesel,Automatic,33800,New,77007.66,Fiesta
Tesla,2009,4.7,Hybrid,Manual,158502,Used,99794.46,Model 3
Audi,2009,4.2,Diesel,Manual,199548,Used,90502.81,Q7
Toyota,2003,1.8,Diesel,Manual,257653,Used,92975.9,Camry
Tesla,2007,3.7,Electric,Manual,52284,Used,80829.36,Model 3
Audi,2021,1.4,Diesel,Automatic,56232,Used,63472.77,A4
Mercedes,2019,2.9,Petrol,Manual,44420,New,17211.87,E-Class
Mercedes,2019,3.1,Diesel,Manual,299854,New,64119.76,GLA
Toyota,2017,1.2,Diesel,Automatic,92035,New,10315.81,Camry
Honda,2013,2.4,Electric,Automatic,293427,New,89103.42,CR-V
Toyota,2017,5.8,Diesel,Automatic,197241,Like New,50773.03,Corolla
BMW,2013,5.8,Hybrid,Manual,193529,Like New,71259.92,3 Series
Tesla,2019,2.8,Electric,Automatic,249863,New,9963.15,Model X
Ford,2020,1.2,Diesel,Manual,25968,Like New,55753.6,Explorer
Honda,2023,1.9,Petrol,Manual,62508,Like New,33620.02,Fit
Toyota,2014,3.0,Petrol,Automatic,235863,Used,32071.99,Camry
Audi,2021,5.7,Electric,Automatic,194292,New,42017.31,Q7
Honda,2003,1.7,Electric,Automatic,85366,Like New,5060.75,Accord
Tesla,2012,4.8,Diesel,Manual,5738,Like New,49332.78,Model 3
Honda,2022,1.5,Hybrid,Manual,3098,New,51223.83,Civic
Tesla,2007,5.9,Diesel,Manual,95424,Used,86997.44,Model X
Toyota,2017,2.9,Petrol,Manual,204705,New,47609.93,Prius
Tesla,2011,4.9,Hybrid,Manual,78672,Used,39537.85,Model X
Honda,2022,2.7,Hybrid,Manual,139325,Like New,99500.97,Civic
Audi,2013,4.1,Hybrid,Automatic,125349,Used,59265.27,Q7
Mercedes,2001,2.0,Diesel,Manual,50969,Used,49898.25,GLA
Honda,2017,1.7,Petrol,Automatic,90744,New,52113.9,Fit
Tesla,2023,5.7,Electric,Automatic,201495,Like New,81872.22,Model 3
Mercedes,2001,5.6,Diesel,Automatic,117286,New,37364.26,C-Class
Tesla,2010,5.4,Electric,Automatic,75028,New,41970.24,Model 3
Audi,2008,4.1,Hybrid,Automatic,297565,Like New,76807.97,A3
Tesla,2011,5.0,Hybrid,Manual,38575,New,11933.46,Model 3
Toyota,2016,1.3,Diesel,Manual,3192,New,87191.07,RAV4
Ford,2014,2.7,Petrol,Manual,111116,Used,45869.26,Fiesta
Honda,2016,2.6,Hybrid,Manual,81311,New,60222.83,Fit
Ford,2017,4.2,Electric,Automatic,80781,Like New,76960.24,Fiesta
Tesla,2021,2.8,Electric,Automatic,36527,New,30274.93,Model Y
Audi,2005,1.7,Diesel,Automatic,52181,Used,89579.85,A4
Honda,2016,4.0,Electric,Manual,91472,New,98026.37,Accord
Tesla,2022,5.1,Petrol,Manual,81219,New,51956.06,Model Y
Mercedes,2023,2.9,Hybrid,Manual,119783,New,94009.05,E-Class
BMW,2017,1.7,Electric,Manual,161554,Used,5107.22,X5
Tesla,2007,2.0,Electric,Automatic,179300,Like New,89952.59,Model Y
Ford,2008,2.2,Hybrid,Automatic,83265,Like New,34549.31,Fiesta
Honda,2005,2.5,Diesel,Manual,50126,Used,34592.07,Civic
Ford,2004,4.2,Electric,Manual,282689,Used,26668.44,Explorer
Honda,2011,4.0,Diesel,Automatic,55114,New,35116.32,CR-V
Tesla,2010,4.5,Diesel,Automatic,206422,Like New,25281.04,Model X
Toyota,2000,2.8,Electric,Automatic,188873,Used,91057.57,Corolla
Mercedes,2010,5.1,Petrol,Automatic,276034,Like New,90407.25,GLC
Tesla,2018,2.0,Diesel,Manual,121284,New,14710.07,Model S
Ford,2008,3.3,Electric,Automatic,194469,Used,18571.55,Fiesta
BMW,2001,5.0,Diesel,Automatic,142290,Like New,86891.77,5 Series
BMW,2011,1.9,Hybrid,Automatic,88241,Like New,42899.09,X3
Audi,2003,1.5,Petrol,Automatic,296866,New,21080.81,Q7
Honda,2003,5.4,Petrol,Manual,182615,Used,53513.59,CR-V
Ford,2017,2.7,Hybrid,Manual,30921,Like New,44583.46,Fiesta
Audi,2014,4.4,Hybrid,Manual,161686,New,25820.35,A3
Ford,2018,1.1,Diesel,Manual,192261,Like New,73471.46,Focus
Honda,2012,4.5,Hybrid,Manual,17601,New,64972.48,Fit
Tesla,2018,2.6,Petrol,Manual,93332,Like New,14467.85,Model X
Tesla,2016,1.3,Hybrid,Automatic,202615,Like New,92911.74,Model 3
BMW,2005,4.0,Electric,Automatic,235572,New,58054.65,5 Series
Tesla,2015,2.2,Electric,Automatic,290144,Used,28769.43,Model X
Tesla,2023,2.9,Diesel,Automatic,130439,New,24597.72,Model 3
Toyota,2011,1.4,Petrol,Manual,239691,Used,17915.06,RAV4
BMW,2018,1.7,Electric,Automatic,119277,Like New,45340.55,X5
Audi,2004,2.5,Hybrid,Manual,292527,Like New,17876.4,A3
Mercedes,2016,1.4,Electric,Automatic,142857,New,44502.56,GLA
Toyota,2022,5.6,Electric,Automatic,40910,New,19133.19,Prius
Audi,2000,1.0,Diesel,Automatic,170100,Used,67396.71,Q5
Honda,2023,3.4,Hybrid,Manual,155927,Used,79597.99,Accord
Toyota,2022,1.6,Hybrid,Automatic,286425,Used,57204.66,Camry
Audi,2009,2.5,Hybrid,Manual,4841,New,69605.4,A4
Honda,2014,5.6,Diesel,Manual,97204,Like New,94145.98,Fit
BMW,2022,1.8,Hybrid,Automatic,60155,New,65645.3,3 Series
Mercedes,2020,5.8,Hybrid,Manual,259589,Like New,39595.03,E-Class
Honda,2020,2.0,Electric,Manual,261140,New,47700.62,Civic
Tesla,2010,4.7,Electric,Automatic,148515,New,86749.9,Model Y
Ford,2012,3.7,Hybrid,Automatic,132994,Used,17418.43,Fiesta
Honda,2004,5.4,Petrol,Automatic,294120,Like New,35945.02,Accord
Honda,2000,3.8,Petrol,Automatic,143063,New,59841.61,CR-V
Mercedes,2023,3.7,Hybrid,Automatic,104405,New,69257.01,GLC
Ford,2011,2.0,Petrol,Automatic,53744,Like New,77532.41,Focus
Tesla,2010,1.8,Diesel,Manual,2473,New,35229.65,Model 3
Audi,2016,5.6,Electric,Automatic,139180,Like New,18856.62,A3
Audi,2003,2.6,Diesel,Automatic,28715,Used,95709.72,A3
Honda,2014,2.9,Electric,Manual,244826,Used,12257.26,Civic
Ford,2008,4.8,Petrol,Automatic,253856,Like New,14101.51,Mustang
Ford,2020,2.7,Petrol,Manual,239419,Used,52019.54,Fiesta
Tesla,2019,5.8,Hybrid,Automatic,252508,Like New,82830.75,Model S
Mercedes,2018,4.7,Petrol,Automatic,299461,New,78577.89,E-Class
BMW,2018,4.0,Petrol,Manual,164434,New,94081.43,X5
Audi,2011,5.4,Hybrid,Automatic,54604,Like New,18452.24,A4
Mercedes,2004,1.2,Hybrid,Manual,4889,New,40694.09,C-Class
Toyota,2009,2.3,Electric,Automatic,220629,Used,31803.5,Prius
Audi,2016,3.3,Petrol,Automatic,294115,New,86782.66,Q7
Mercedes,2004,2.1,Electric,Manual,50551,New,51393.69,C-Class
Audi,2021,4.7,Electric,Automatic,134273,Like New,7550.55,Q7
BMW,2015,5.6,Diesel,Automatic,237230,Used,72256.62,3 Series
Toyota,2006,3.1,Petrol,Manual,236139,New,41926.32,Camry
BMW,2008,2.7,Petrol,Automatic,108957,New,55458.94,5 Series
Tesla,2002,5.8,Diesel,Manual,89882,Like New,89909.81,Model X
Toyota,2014,3.2,Electric,Automatic,210323,Like New,29390.09,RAV4
Honda,2015,3.4,Petrol,Manual,267825,Used,27825.14,Accord
Mercedes,2017,2.8,Electric,Automatic,101982,New,30003.29,E-Class
Toyota,2013,5.5,Diesel,Manual,46870,Like New,37120.26,Prius
Tesla,2002,3.8,Hybrid,Manual,213328,Like New,15198.63,Model X
Tesla,2011,4.8,Electric,Automatic,159224,Like New,71235.87,Model Y
BMW,2008,5.1,Petrol,Automatic,50061,Used,24702.88,3 Series
Audi,2006,2.7,Hybrid,Manual,188691,Like New,92983.85,A4
Toyota,2008,3.2,Electric,Automatic,58235,Used,25490.2,Corolla
Mercedes,2012,5.2,Electric,Manual,90073,Used,29285.99,C-Class
Toyota,2017,2.8,Hybrid,Automatic,11217,New,33216.92,RAV4
Ford,2004,5.0,Hybrid,Automatic,295885,New,78011.12,Mustang
Audi,2012,5.7,Hybrid,Manual,192386,Used,45622.62,Q5
Mercedes,2003,4.1,Petrol,Manual,263552,New,82836.79,GLC
Mercedes,2001,4.7,Petrol,Automatic,42903,New,79561.1,GLA
Honda,2015,5.0,Electric,Automatic,215280,Like New,93301.59,Accord
BMW,2008,5.2,Electric,Automatic,107042,New,76877.39,3 Series
Honda,2008,3.0,Diesel,Automatic,243725,Used,9931.56,CR-V
Mercedes,2005,1.3,Petrol,Automatic,132290,New,84541.72,E-Class
Audi,2010,3.0,Electric,Manual,181644,Like New,94116.9,Q5
Toyota,2021,4.4,Hybrid,Automatic,109268,Used,99400.47,Camry
Toyota,2023,3.3,Hybrid,Automatic,30105,New,16900.42,Corolla
Audi,2021,4.7,Petrol,Manual,69634,Used,63260.96,A4
Mercedes,2000,2.8,Hybrid,Manual,138691,New,23948.57,E-Class
Tesla,2003,4.2,Diesel,Manual,18226,Like New,29938.42,Model 3
Toyota,2012,1.9,Electric,Automatic,25322,New,75830.51,Corolla
Tesla,2022,4.7,Electric,Manual,167284,Used,97878.43,Model Y
Toyota,2012,3.7,Electric,Manual,94835,Used,61511.27,RAV4
Toyota,2012,2.0,Petrol,Manual,255027,Used,85805.52,RAV4
BMW,2001,2.5,Hybrid,Manual,73079,New,5843.96,X5
BMW,2008,4.7,Diesel,Automatic,23946,New,8480.01,X5
Ford,2023,3.4,Petrol,Automatic,162812,New,61688.81,Focus
Honda,2007,2.1,Electric,Automatic,7253,Like New,41953.39,Civic
Audi,2006,5.8,Diesel,Manual,79311,Like New,89526.99,Q7
Audi,2003,4.6,Electric,Manual,294957,Like New,33688.28,Q5
Audi,2017,5.8,Electric,Manual,67593,Used,46044.85,Q5
Ford,2002,3.1,Petrol,Manual,149485,Used,55151.37,Focus
BMW,2005,3.4,Electric,Manual,226833,Used,30938.69,X3
Mercedes,2011,5.5,Diesel,Manual,38485,Used,91307.01,E-Class
Tesla,2011,3.6,Electric,Automatic,199304,Used,49130.69,Model X
Tesla,2020,4.5,Hybrid,Automatic,278245,New,45294.78,Model Y
Mercedes,2007,2.3,Electric,Manual,8831,Used,85726.54,GLC
Ford,2021,3.2,Petrol,Automatic,5004,New,34637.95,Explorer
Mercedes,2021,1.6,Diesel,Manual,37170,Like New,82659.21,GLA
Audi,2000,2.0,Petrol,Manual,43555,Like New,16615.92,A3
Honda,2003,1.0,Hybrid,Automatic,118115,Like New,22364.91,CR-V
Toyota,2020,1.2,Electric,Manual,178475,Like New,95329.96,Corolla
Tesla,2010,5.9,Petrol,Automatic,298509,Like New,85032.51,Model 3
BMW,2002,2.2,Petrol,Manual,207132,Used,41850.4,5 Series
BMW,2012,4.3,Petrol,Manual,63471,Used,65653.36,3 Series
Ford,2016,5.2,Petrol,Automatic,57287,Used,94582.17,Focus
